start_time_min,end_time_min,dosing_type,dose_amount,infusion_rate,amplitude,frequency_per_min,mean_rate,custom_function,custom_params
5800,5800,bolus,62.3231131088947,0,0,0,0,NaN,NaN
5860,5860,bolus,62.3231131088947,0,0,0,0,NaN,NaN
5920,5920,bolus,62.3231131088947,0,0,0,0,NaN,NaN
5980,5980,bolus,62.3231131088947,0,0,0,0,NaN,NaN
6040,6040,bolus,62.3231131088947,0,0,0,0,NaN,NaN
6100,6100,bolus,62.3231131088947,0,0,0,0,NaN,NaN
6160,6160,bolus,62.3231131088947,0,0,0,0,NaN,NaN
6220,6220,bolus,62.3231131088947,0,0,0,0,NaN,NaN
6280,6280,bolus,62.3231131088947,0,0,0,0,NaN,NaN
6340,6340,bolus,62.3231131088947,0,0,0,0,NaN,NaN
6400,6400,bolus,62.3231131088947,0,0,0,0,NaN,NaN
6460,6460,bolus,62.3231131088947,0,0,0,0,NaN,NaN
6520,6520,bolus,62.3231131088947,0,0,0,0,NaN,NaN
6580,6580,bolus,62.3231131088947,0,0,0,0,NaN,NaN
6640,6640,bolus,62.3231131088947,0,0,0,0,NaN,NaN
6700,6700,bolus,62.3231131088947,0,0,0,0,NaN,NaN
6760,6760,bolus,62.3231131088947,0,0,0,0,NaN,NaN
6820,6820,bolus,62.3231131088947,0,0,0,0,NaN,NaN
6880,6880,bolus,62.3231131088947,0,0,0,0,NaN,NaN
6940,6940,bolus,62.3231131088947,0,0,0,0,NaN,NaN
7000,7000,bolus,62.3231131088947,0,0,0,0,NaN,NaN
7060,7060,bolus,62.3231131088947,0,0,0,0,NaN,NaN
7120,7120,bolus,62.3231131088947,0,0,0,0,NaN,NaN
7180,7180,bolus,62.3231131088947,0,0,0,0,NaN,NaN
7240,7240,bolus,62.3231131088947,0,0,0,0,NaN,NaN
7300,7300,bolus,62.3231131088947,0,0,0,0,NaN,NaN
7360,7360,bolus,62.3231131088947,0,0,0,0,NaN,NaN
7420,7420,bolus,62.3231131088947,0,0,0,0,NaN,NaN
7480,7480,bolus,62.3231131088947,0,0,0,0,NaN,NaN
7540,7540,bolus,62.3231131088947,0,0,0,0,NaN,NaN
7600,7600,bolus,62.3231131088947,0,0,0,0,NaN,NaN
7660,7660,bolus,62.3231131088947,0,0,0,0,NaN,NaN
7720,7720,bolus,62.3231131088947,0,0,0,0,NaN,NaN
7780,7780,bolus,62.3231131088947,0,0,0,0,NaN,NaN
7840,7840,bolus,62.3231131088947,0,0,0,0,NaN,NaN
7900,7900,bolus,62.3231131088947,0,0,0,0,NaN,NaN
7960,7960,bolus,62.3231131088947,0,0,0,0,NaN,NaN
8020,8020,bolus,62.3231131088947,0,0,0,0,NaN,NaN
8080,8080,bolus,62.3231131088947,0,0,0,0,NaN,NaN
8140,8140,bolus,62.3231131088947,0,0,0,0,NaN,NaN
8200,8200,bolus,62.3231131088947,0,0,0,0,NaN,NaN
